,529.27,523.60
6358,129.74,0.00
6359,129.74,0.00
6360,115.96,0.00
6361,102.18,0.00
6362,102.18,0.00
6363,102.18,0.00
6364,88.41,0.00
6365,-35.59,0.00
6366,88.41,0.00
6367,5.74,0.00
6368,60.85,0.00
6369,102.18,0.00
6370,47.08,0.00
6371,60.85,0.00
6372,88.41,0.00
6373,129.74,0.00
6374,19.52,0.00
6375,33.30,0.00
6376,33.30,0.00
6377,19.52,0.00
6378,19.52,0.00
6379,5.74,0.00
6380,5.74,0.00
6381,5.74,0.00
6382,-8.03,0.00
6383,-8.03,0.00
6384,-8.03,0.00
6385,-8.03,0.00
6386,-8.03,0.00
6387,-21.81,0.00
6388,-21.81,0.00
6389,-21.81,0.00
6390,-21.81,0.00
6391,-21.81,0.00
6392,-21.81,0.00
6393,-35.59,0.00
6394,-35.59,0.00
6395,-35.59,0.00
6396,-35.59,0.00
6397,-35.59,0.00
6398,-35.59,0.00
6399,-35.59,0.00
6400,-35.59,0.00
6401,-35.59,0.00
6402,-35.59,0.00
6403,-21.81,0.00
6404,-35.59,0.00
6405,-35.59,0.00
6406,-35.59,0.00
6407,-35.59,0.00
6408,-35.59,0.00
6409,-35.59,0.00
6410,-35.59,0.00
6411,-35.59,0.00
6412,-35.59,0.00
6413,-35.59,0.00
6414,-35.59,0.00
6415,-49.36,0.00
6416,-21.81,0.00
6417,-35.59,0.00
6418,-35.59,0.00
6419,-21.81,0.00
6420,-35.59,0.00
6421,-35.59,0.00
6422,-35.59,0.00
6423,-35.59,0.00
6424,-35.59,0.00
6425,-35.59,0.00
6426,-35.59,0.00
6427,-35.59,0.00
6428,-35.59,0.00
6429,-35.59,0.00
6430,-35.59,0.00
6431,-35.59,0.00
6432,-21.81,0.00
6433,-35.59,0.00
6434,-21.81,0.00
6435,-21.81,0.00
6436,-21.81,0.00
6437,-21.81,0.00
6438,-8.03,0.00
6439,-21.81,0.00
6440,-21.81,0.00
6441,-21.81,0.00
6442,-21.81,0.00
6443,-21.81,0.00
6444,-21.81,0.00
6445,-21.81,0.00
6446,-21.81,0.00
6447,-21.81,0.00
6448,-21.81,0.00
6449,-8.03,0.00
6450,-8.03,0.00
6451,-8.03,0.00
6452,5.74,0.00
6453,-8.03,0.00
6454,-8.03,0.00
6455,-8.03,0.00
6456,-8.03,0.00
6457,-8.03,0.00
6458,-21.81,0.00
6459,-8.03,0.00
6460,-8.03,0.00
6461,-8.03,0.00
6462,-8.03,0.00
6463,-8.03,0.00
6464,-8.03,0.00
6465,-8.03,0.00
6466,-8.03,0.00
6467,-8.03,0.00
6468,5.74,0.00
6469,5.74,0.00
6470,5.74,0.00
6471,5.74,0.00
6472,5.74,0.00
6473,5.74,0.00
6474,-8.03,0.00
6475,5.74,0.00
6476,-8.03,0.00
6477,-8.03,0.00
6478,-8.03,0.00
6479,5.74,0.00
6480,5.74,0.00
6481,5.74,0.00
6482,5.74,0.00
6483,5.74,0.00
6484,5.74,0.00
6485,5.74,0.00
6486,5.74,0.00
6487,5.74,0.00
6488,5.74,0.00
6489,5.74,0.00
6490,5.74,0.00
6491,-8.03,0.00
6492,5.74,0.00
6493,5.74,0.00
6494,5.74,0.00
6495,5.74,0.00
6496,-8.03,0.00
6497,5.74,0.00
6498,-8.03,0.00
6499,5.74,0.00
6500,5.74,0.00
6501,5.74,0.00
6502,5.74,0.00
6503,5.74,0.00
6504,5.74,0.00
6505,5.74,0.00
6506,5.74,0.00
6507,5.74,0.00
6508,5.74,0.00
6509,5.74,0.00
6510,-8.03,0.00
6511,-8.03,0.00
6512,-8.03,0.00
6513,-8.03,0.00
6514,5.74,0.00
6515,5.74,0.00
6516,5.74,0.00
6517,5.74,0.00
6518,5.74,0.00
6519,5.74,0.00
6520,5.74,0.00
6521,5.74,0.00
6522,5.74,0.00
6523,5.74,0.00
6524,5.74,0.00
6525,5.74,0.00
6526,5.74,0.00
6527,5.74,0.00
6528,-8.03,0.00
6529,5.74,0.00
6530,5.74,0.00
6531,5.74,0.00
6532,-8.03,0.00
6533,5.74,0.00
6534,5.74,0.00
6535,5.74,0.00
6536,5.74,0.00
6537,5.74,0.00
6538,5.74,0.00
6539,5.74,0.00
6540,5.74,0.00
6541,-8.03,0.00
6542,5.74,0.00
6543,-8.03,0.00
6544,-8.03,0.00
6545,-8.03,0.00
6546,-8.03,0.00
6547,-8.03,0.00
6548,-8.03,0.00
6549,5.74,0.00
6550,5.74,0.00
6551,5.74,0.00
6552,5.74,0.00
6553,5.74,0.00
6554,-21.81,0.00
6555,5.74,0.00
6556,-8.03,0.00
6557,-8.03,0.00
6558,5.74,0.00
6559,-8.03,0.00
6560,-8.03,0.00
6561,-8.03,0.00
6562,-8.03,0.00
6563,-8.03,0.00
6564,5.74,0.00
6565,-8.03,0.00
6566,5.74,0.00
6567,5.74,0.00
6568,5.74,0.00
6569,5.74,0.00
6570,5.74,0.00
6571,5.74,0.00
6572,5.74,0.00
6573,5.74,0.00
6574,-8.03,0.00
6575,5.74,0.00
6576,5.74,0.00
6577,-8.03,0.00
6578,5.74,0.00
6579,-8.03,0.00
6580,5.74,0.00
6581,5.74,0.00
6582,5.74,0.00
6583,5.74,0.00
6584,5.74,0.00
6585,5.74,0.00
6586,5.74,0.00
6587,5.74,0.00
6588,5.74,0.00
6589,5.74,0.00
6590,5.74,0.00
6591,5.74,0.00
6592,5.74,0.00
6593,-8.03,0.00
6594,5.74,0.00
6595,-8.03,0.00
6596,-8.03,0.00
6597,-8.03,0.00
6598,5.74,0.00
6599,-8.03,0.00
6600,5.74,0.00
6601,5.74,0.00
6602,5.74,0.00
6603,5.74,0.00
6604,5.74,0.00
6605,5.74,0.00
6606,5.74,0.00
6607,-8.03,0.00
6608,5.74,0.00
6609,-8.03,0.00
6610,-8.03,0.00
6611,-8.03,0.00
6612,-8.03,0.00
6613,-8.03,0.00
6614,-8.03,0.00
6615,5.74,0.00
6616,-8.03,0.00
6617,5.74,0.00
6618,-21.81,0.00
6619,5.74,0.00
6620,5.74,0.00
6621,5.74,0.00
6622,5.74,0.00
6623,5.74,0.00
6624,-8.03,0.00
6625,5.74,0.00
6626,-8.03,0.00
6627,-8.03,0.00
6628,-8.03,0.00
6629,-8.03,0.00
6630,5.74,0.00
6631,-8.03,0.00
6632,5.74,0.00
6633,5.74,0.00
6634,-8.03,0.00
6635,5.74,0.00
6636,-8.03,0.00
6637,5.74,0.00
6638,5.74,0.00
6639,5.74,0.00
6640,5.74,0.00
6641,5.74,0.00
6642,-8.03,0.00
6643,-8.03,0.00
6644,-8.03,0.00
6645,-8.03,0.00
6646,-8.03,0.00
6647,-8.03,0.00
6648,5.74,0.00
6649,-8.03,0.00
6650,5.74,0.00
6651,5.74,0.00
6652,5.74,0.00
6653,5.74,0.00
6654,5.74,0.00
6655,5.74,0.00
6656,-8.03,0.00
6657,5.74,0.00
6658,-8.03,0.00
6659,-8.03,0.00
6660,-8.03,0.00
6661,-8.03,0.00
6662,-8.03,0.00
6663,-8.03,0.00
6664,-8.03,0.00
6665,5.74,0.00
6666,-8.03,0.00
6667,5.74,0.00
6668,5.74,0.00
6669,5.74,0.00
6670,5.74,0.00
6671,-8.03,0.00
6672,5.74,0.00
6673,-8.03,0.00
6674,5.74,0.00
6675,5.74,0.00
6676,-8.03,0.00
6677,-8.03,0.00
6678,-8.03,0.00
6679,-8.03,0.00
6680,-8.03,0.00
6681,-8.03,0.00
6682,5.74,0.00
6683,5.74,0.00
6684,5.74,0.00
6685,-8.03,0.00
6686,5.74,0.00
6687,5.74,0.00
6688,5.74,0.00
6689,5.74,0.00
6690,-8.03,0.00
6691,5.74,0.00
6692,-8.03,0.00
6693,-8.03,0.00
6694,-8.03,0.00
6695,5.74,0.00
6696,-8.03,0.00
6697,-8.03,0.00
6698,-8.03,0.00
6699,5.74,0.00
6700,5.74,0.00
6701,5.74,0.00
6702,5.74,0.00
6703,5.74,0.00
6704,5.74,0.00
6705,-8.03,0.00
6706,5.74,0.00
6707,-8.03,0.00
6708,-8.03,0.00
6709,5.74,0.00
6710,-8.03,0.00
6711,-8.03,0.00
6712,-8.03,0.00
6713,-8.03,0.00
6714,-8.03,0.00
6715,5.74,0.00
6716,5.74,0.00
6717,-8.03,0.00
6718,5.74,0.00
6719,5.74,0.00
6720,5.74,0.00
6721,5.74,0.00
6722,5.74,0.00
6723,5.74,0.00
6724,-8.03,0.00
6725,-8.03,0.00
6726,-8.03,0.00
6727,-8.03,0.00
6728,-8.03,0.00
6729,-8.03,0.00
6730,-8.03,0.00
6731,-8.03,0.00
6732,-8.03,0.00
6733,5.74,0.00
6734,5.74,0.00
6735,-8.03,0.00
6736,5.74,0.00
6737,5.74,0.00
6738,5.74,0.00
6739,5.74,0.00
6740,-8.03,0.00
6741,5.74,0.00
6742,5.74,0.00
6743,-8.03,0.00
6744,5.74,0.00
6745,-8.03,0.00
6746,-8.03,0.00
6747,5.74,0.00
6748,-8.03,0.00
6749,5.74,0.00
6750,5.74,0.00
6751,-8.03,0.00
6752,5.74,0.00
6753,5.74,0.00
6754,5.74,0.00
6755,-8.03,0.00
6756,-8.03,0.00
6757,5.74,0.00
6758,-8.03,0.00
6759,-8.03,0.00
6760,5.74,0.00
6761,5.74,0.00
6762,-8.03,0.00
6763,-8.03,0.00
6764,-8.03,0.00
6765,-8.03,0.00
6766,5.74,0.00
6767,-8.03,0.00
6768,5.74,0.00
6769,5.74,0.00
6770,5.74,0.00
6771,5.74,0.00
6772,5.74,0.00
6773,5.74,0.00
6774,5.74,0.00
6775,5.74,0.00
6776,5.74,0.00
6777,5.74,0.00
6778,-8.03,0.00
6779,-8.03,0.00
6780,-8.03,0.00
6781,-8.03,0.00
6782,-8.03,0.00
6783,5.74,0.00
6784,5.74,0.00
6785,5.74,0.00
6786,5.74,0.00
6787,5.74,0.00
6788,5.74,0.00
6789,-8.03,0.00
6790,5.74,0.00
6791,-8.03,0.00
6792,5.74,0.00
6793,-8.03,0.00
6794,-8.03,0.00
6795,-8.03,0.00
6796,-8.03,0.00
6797,5.74,0.00
6798,5.74,0.00
6799,-8.03,0.00
6800,5.74,0.00
6801,5.74,0.00
6802,5.74,0.00
6803,5.74,0.00
6804,5.74,0.00
6805,5.74,0.00
6806,5.74,0.00
6807,5.74,0.00
6808,5.74,0.00
6809,-8.03,0.00
6810,-8.03,0.00
6811,-8.03,0.00
6812,-8.03,0.00
6813,-8.03,0.00
6814,-8.03,0.00
6815,-8.03,0.00
6816,5.74,0.00
6817,5.74,0.00
6818,-8.03,0.00
6819,-8.03,0.00
6820,5.74,0.00
6821,-8.03,0.00
6822,5.74,0.00
6823,5.74,0.00
6824,5.74,0.00
6825,-8.03,0.00
6826,-8.03,0.00
6827,-8.03,0.00
6828,-8.03,0.00
6829,5.74,0.00
6830,-8.03,0.00
6831,-8.03,0.00
6832,-8.03,0.00
6833,5.74,0.00
6834,5.74,0.00
6835,5.74,0.00
6836,5.74,0.00
6837,5.74,0.00
6838,5.74,0.00
6839,5.74,0.00
6840,5.74,0.00
6841,5.74,0.00
6842,-8.03,0.00
6843,-8.03,0.00
6844,-8.03,0.00
6845,-8.03,0.00
6846,-8.03,0.00
6847,5.74,0.00
6848,-21.81,0.00
6849,5.74,0.00
6850,-8.03,0.00
6851,5.74,0.00
6852,5.74,0.00
6853,5.74,0.00
6854,5.74,0.00
6855,5.74,0.00
6856,5.74,0.00
6857,5.74,0.00
6858,-8.03,0.00
6859,5.74,0.00
6860,-8.03,0.00
6861,-8.03,0.00
6862,5.74,0.00
6863,5.74,0.00
6864,5.74,0.00
6865,-8.03,0.00
6866,-8.03,0.00
6867,5.74,0.00
6868,5.74,0.00
6869,5.74,0.00
6870,5.74,0.00
6871,5.74,0.00
6872,5.74,0.00
6873,-8.03,0.00
6874,5.74,0.00
6875,-8.03,0.00
6876,5.74,0.00
6877,-8.03,0.00
6878,-8.03,0.00
6879,-8.03,0.00
6880,-8.03,0.00
6881,5.74,0.00
6882,-8.03,0.00
6883,5.74,0.00
6884,5.74,0.00
6885,5.74,0.00
6886,5.74,0.00
6887,5.74,0.00
6888,5.74,0.00
6889,5.74,0.00
6890,5.74,0.00
6891,5.74,0.00
6892,5.74,0.00
6893,-8.03,0.00
6894,-8.03,0.00
6895,5.74,0.00
6896,-8.03,0.00
6897,5.74,0.00
6898,-8.03,0.00
6899,-8.03,0.00
6900,5.74,0.00
6901,5.74,0.00
6902,5.74,0.00
6903,5.74,0.00
6904,5.74,0.00
6905,5.74,0.00
6906,-63.14,0.00
6907,33.30,0.00
6908,5.74,0.00
6909,5.74,0.00
6910,-8.03,0.00
6911,-8.03,0.00
6912,-8.03,0.00
6913,-8.03,0.00
6914,-8.03,0.00
6915,-8.03,0.00
6916,5.74,0.00
6917,5.74,0.00
6918,5.74,0.00
6919,5.74,0.00
6920,5.74,0.00
6921,5.74,0.00
6922,5.74,0.00
6923,5.74,0.00
6924,5.74,0.00
6925,-8.03,0.00
6926,5.74,0.00
6927,-8.03,0.00
6928,-8.03,0.00
6929,-8.03,0.00
6930,5.74,0.00
6931,-8.03,0.00
6932,-8.03,0.00
6933,5.74,0.00
6934,5.74,0.00
6935,5.74,0.00
6936,5.74,0.00
6937,5.74,0.00
6938,5.74,0.00
6939,5.74,0.00
6940,5.74,0.00
6941,-8.03,0.00
6942,5.74,0.00
6943,-8.03,0.00
6944,5.74,0.00
6945,-8.03,0.00
6946,-8.03,0.00
6947,5.74,0.00
6948,-8.03,0.00
6949,-8.03,0.00
6950,-8.03,0.00
6951,5.74,0.00
6952,5.74,0.00
6953,5.74,0.00
6954,5.74,0.00
6955,5.74,0.00
6956,5.74,0.00
6957,5.74,0.00
6958,5.74,0.00
6959,5.74,0.00
6960,-8.03,0.00
6961,-8.03,0.00
6962,-8.03,0.00
6963,-8.03,0.00
6964,-8.03,0.00
6965,5.74,0.00
6966,5.74,0.00
6967,5.74,0.00
6968,5.74,0.00
6969,5.74,0.00
6970,5.74,0.00
6971,5.74,0.00
6972,5.74,0.00
6973,5.74,0.00
6974,-8.03,0.00
6975,5.74,0.00
6976,5.74,0.00
6977,5.74,0.00
6978,-8.03,0.00
6979,-8.03,0.00
6980,-8.03,0.00
6981,5.74,0.00
6982,-8.03,0.00
6983,5.74,0.00
6984,5.74,0.00
6985,5.74,0.00
6986,5.74,0.00
6987,5.74,0.00
6988,5.74,0.00
6989,5.74,0.00
6990,5.74,0.00
6991,5.74,0.00
6992,5.74,0.00
6993,-8.03,0.00
6994,-8.03,0.00
6995,-8.03,0.00
6996,-8.03,0.00
6997,5.74,0.00
6998,-8.03,0.00
6999,5.74,0.00
7000,5.74,0.00
7001,5.74,0.00
7002,5.74,0.00
7003,5.74,0.00
7004,5.74,0.00
7005,5.74,0.00
7006,5.74,0.00
7007,5.74,0.00
7008,-8.03,0.00
7009,5.74,0.00
7010,-8.03,0.00
7011,-8.03,0.00
7012,-8.03,0.00
7013,-8.03,0.00
7014,-8.03,0.00
7015,-8.03,0.00
7016,-8.03,0.00
7017,5.74,0.00
7018,5.74,0.00
7019,5.74,0.00
7020,5.74,0.00
7021,5.74,0.00
7022,5.74,0.00
7023,5.74,0.00
7024,5.74,0.00
7025,-8.03,0.00
7026,-8.03,0.00
7027,-8.03,0.00
7028,-8.03,0.00
7029,-8.03,0.00
7030,-8.03,0.00
7031,5.74,0.00
7032,-8.03,0.00
7033,5.74,0.00
7034,5.74,0.00
7035,5.74,0.00
7036,5.74,0.00
7037,5.74,0.00
7038,5.74,0.00
7039,5.74,0.00
7040,-8.03,0.00
7041,5.74,0.00
7042,5.74,0.00
7043,-8.03,0.00
7044,-8.03,0.00
7045,5.74,0.00
7046,-8.03,0.00
7047,5.74,0.00
7048,-8.03,0.00
7049,5.74,0.00
7050,5.74,0.00
7051,5.74,0.00
7052,5.74,0.00
7053,5.74,0.00
7054,-8.03,0.00
7055,5.74,0.00
7056,5.74,0.00
7057,5.74,0.00
7058,-8.03,0.00
7059,5.74,0.00
7060,-8.03,0.00
7061,-8.03,0.00
7062,-8.03,0.00
7063,-8.03,0.00
7064,-8.03,0.00
7065,-8.03,0.00
7066,-8.03,0.00
7067,5.74,0.00
7068,-8.03,0.00
7069,5.74,0.00
7070,5.74,0.00
7071,5.74,0.00
7072,5.74,0.00
7073,5.74,0.00
7074,5.74,0.00
7075,5.74,0.00
7076,-8.03,0.00
7077,-8.03,0.00
7078,-8.03,0.00
7079,5.74,0.00
7080,-8.03,0.00
7081,5.74,0.00
7082,5.74,0.00
7083,5.74,0.00
7084,5.74,0.00
7085,5.74,0.00
7086,5.74,0.00
7087,5.74,0.00
7088,5.74,0.00
7089,5.74,0.00
7090,5.74,0.00
7091,5.74,0.00
7092,-8.03,0.00
7093,-8.03,0.00
7094,-8.03,0.00
7095,-8.03,0.00
7096,-8.03,0.00
7097,5.74,0.00
7098,5.74,0.00
7099,-8.03,0.00
7100,5.74,0.00
7101,5.74,0.00
7102,5.74,0.00
7103,5.74,0.00
7104,5.74,0.00
7105,5.74,0.00
7106,5.74,0.00
7107,5.74,0.00
7108,-8.03,0.00
7109,5.74,0.00
7110,-8.03,0.00
7111,-8.03,0.00
7112,-8.03,0.00
7113,-8.03,0.00
7114,-8.03,0.00
7115,-8.03,0.00
7116,-8.03,0.00
7117,5.74,0.00
7118,5.74,0.00
7119,5.74,0.00
7120,5.74,0.00
7121,5.74,0.00
7122,5.74,0.00
7123,5.74,0.00
7124,-8.03,0.00
7125,5.74,0.00
7126,-8.03,0.00
7127,-8.03,0.00
7128,-8.03,0.00
7129,-8.03,0.00
7130,-8.03,0.00
7131,5.74,0.00
7132,-8.03,0.00
7133,5.74,0.00
7134,5.74,0.00
7135,-8.03,0.00
7136,5.74,0.00
7137,5.74,0.00
7138,5.74,0.00
7139,5.74,0.00
7140,5.74,0.00
7141,5.74,0.00
7142,-8.03,0.00
7143,-8.03,0.00
7144,5.74,0.00
7145,-8.03,0.00
7146,-8.03,0.00
7147,-8.03,0.00
7148,-8.03,0.00
7149,5.74,0.00
7150,5.74,0.00
7151,-8.03,0.00
7152,5.74,0.00
7153,5.74,0.00
7154,5.74,0.00
7155,5.74,0.00
7156,5.74,0.00
7157,5.74,0.00
7158,5.74,0.00
7159,-8.03,0.00
7160,-8.03,0.00
7161,-8.03,0.00
7162,-8.03,0.00
7163,-8.03,0.00
7164,-8.03,0.00
7165,-8.03,0.00
7166,5.74,0.00
7167,5.74,0.00
7168,5.74,0.00
7169,5.74,0.00
7170,5.74,0.00
7171,5.74,0.00
7172,5.74,0.00
7173,5.74,0.00
7174,5.74,0.00
7175,-8.03,0.00
7176,5.74,0.00
7177,-8.03,0.00
7178,-8.03,0.00
7179,5.74,0.00
7180,-8.03,0.00
7181,-8.03,0.00
7182,5.74,0.00
7183,5.74,0.00
7184,5.74,0.00
7185,5.74,0.00
7186,5.74,0.00
7187,5.74,0.00
7188,5.74,0.00
7189,5.74,0.00
7190,-8.03,0.00
7191,5.74,0.00
7192,5.74,0.00
7193,-8.03,0.00
7194,5.74,0.00
7195,5.74,0.00
7196,-8.03,0.00
7197,5.74,0.00
7198,-8.03,0.00
7199,-8.03,0.00
7200,5.74,0.00
7201,5.74,0.00
7202,5.74,0.00
7203,5.74,0.00
7204,5.74,0.00
7205,5.74,0.00
7206,5.74,0.00
7207,5.74,0.00
7208,5.74,0.00
7209,-8.03,0.00
7210,-8.03,0.00
7211,-8.03,0.00
7212,-8.03,0.00
7213,-8.03,0.00
7214,-8.03,0.00
7215,-8.03,0.00
7216,5.74,0.00
7217,5.74,0.00
7218,5.74,0.00
7219,5.74,0.00
7220,5.74,0.00
7221,5.74,0.00
7222,5.74,0.00
7223,-8.03,0.00
7224,5.74,0.00
7225,-8.03,0.00
7226,-8.03,0.00
7227,5.74,0.00
7228,-8.03,0.00
7229,-8.03,0.00
7230,-8.03,0.00
7231,-8.03,0.00
7232,5.74,0.00
7233,-8.03,0.00
7234,5.74,0.00
7235,5.74,0.00
7236,5.74,0.00
7237,5.74,0.00
7238,5.74,0.00
7239,-8.03,0.00
7240,5.74,0.00
7241,5.74,0.00
7242,5.74,0.00
7243,5.74,0.00
7244,-8.03,0.00
7245,5.74,0.00
7246,-8.03,0.00
7247,-8.03,0.00
7248,-8.03,0.00
7249,-8.03,0.00
7250,5.74,0.00
7251,-8.03,0.00
7252,5.74,0.00
7253,5.74,0.00
7254,5.74,0.00
7255,5.74,0.00
7256,5.74,0.00
7257,5.74,0.00
7258,5.74,0.00
7259,-8.03,0.00
7260,-8.03,0.00
7261,5.74,0.00
7262,-8.03,0.00
7263,-8.03,0.00
7264,-8.03,0.00
7265,-8.03,0.00
7266,-8.03,0.00
7267,5.74,0.00
7268,5.74,0.00
7269,-8.03,0.00
7270,5.74,0.00
7271,5.74,0.00
7272,5.74,0.00
7273,5.74,0.00
7274,5.74,0.00
7275,-8.03,0.00
7276,5.74,0.00
7277,-8.03,0.00
7278,-8.03,0.00
7279,-8.03,0.00
7280,-8.03,0.00
7281,-8.03,0.00
7282,-8.03,0.00
7283,-8.03,0.00
7284,5.74,0.00
7285,5.74,0.00
7286,-8.03,0.00
7287,5.74,0.00
7288,5.74,0.00
7289,5.74,0.00
7290,5.74,0.00
7291,-8.03,0.00
7292,-8.03,0.00
7293,-8.03,0.00
7294,-8.03,0.00
7295,-8.03,0.00
7296,-8.03,0.00
7297,-8.03,0.00
7298,-8.03,0.00
7299,5.74,0.00
7300,5.74,0.00
7301,-8.03,0.00
7302,5.74,0.00
7303,5.74,0.00
7304,5.74,0.00
7305,5.74,0.00
7306,5.74,0.00
7307,-8.03,0.00
7308,-8.03,0.00
7309,-8.03,0.00
7310,-8.03,0.00
7311,-8.03,0.00
7312,-8.03,0.00
7313,-8.03,0.00
7314,-8.03,0.00
7315,5.74,0.00
7316,5.74,0.00
7317,-8.03,0.00
7318,5.74,0.00
7319,5.74,0.00
7320,5.74,0.00
7321,5.74,0.00
7322,5.74,0.00
7323,5.74,0.00
7324,5.74,0.00
7325,-8.03,0.00
7326,-8.03,0.00
7327,5.74,0.00
7328,-8.03,0.00
7329,-8.03,0.00
7330,-8.03,0.00
7331,5.74,0.00
7332,-8.03,0.00
7333,-8.03,0.00
7334,-8.03,0.00
7335,5.74,0.00
7336,5.74,0.00
7337,5.74,0.00
7338,-8.03,0.00
7339,5.74,0.00
7340,5.74,0.00
7341,-8.03,0.00
7342,5.74,0.00
7343,-8.03,0.00
7344,5.74,0.00
7345,-8.03,0.00
7346,5.74,0.00
7347,-8.03,0.00
7348,-8.03,0.00
7349,-8.03,0.00
7350,-8.03,0.00
7351,5.74,0.00
7352,5.74,0.00
7353,5.74,0.00
7354,5.74,0.00
7355,-8.03,0.00
7356,5.74,0.00
7357,-8.03,0.00
7358,5.74,0.00
7359,-8.03,0.00
7360,5.74,0.00
7361,5.74,0.00
7362,-8.03,0.00
7363,-8.03,0.00
7364,-8.03,0.00
7365,5.74,0.00
7366,-8.03,0.00
7367,5.74,0.00
7368,5.74,0.00
7369,5.74,0.00
7370,5.74,0.00
7371,5.74,0.00
7372,5.74,0.00
7373,5.74,0.00
7374,-8.03,0.00
7375,-8.03,0.00
7376,-8.03,0.00
7377,-8.03,0.00
7378,-8.03,0.00
7379,-8.03,0.00
7380,-8.03,0.00
7381,5.74,0.00
7382,-8.03,0.00
7383,5.74,0.00
7384,-8.03,0.00
7385,5.74,0.00
7386,5.74,0.00
7387,5.74,0.00
7388,5.74,0.00
7389,5.74,0.00
7390,5.74,0.00
7391,5.74,0.00
7392,5.74,0.00
7393,-8.03,0.00
7394,-8.03,0.00
7395,5.74,0.00
7396,5.74,0.00
7397,-8.03,0.00
7398,5.74,0.00
7399,-8.03,0.00
7400,5.74,0.00
7401,5.74,0.00
7402,5.74,0.00
7403,5.74,0.00
7404,5.74,0.00
7405,5.74,0.00
7406,-8.03,0.00
7407,5.74,0.00
7408,-8.03,0.00
7409,5.74,0.00
7410,-8.03,0.00
7411,-8.03,0.00
7412,5.74,0.00
7413,-8.03,0.00
7414,-8.03,0.00
7415,5.74,0.00
7416,-8.03,0.00
7417,-8.03,0.00
7418,5.74,0.00
7419,5.74,0.00
7420,5.74,0.00
7421,5.74,0.00
7422,5.74,0.00
7423,5.74,0.00
7424,-8.03,0.00
7425,5.74,0.00
7426,5.74,0.00
7427,-8.03,0.00
7428,-8.03,0.00
7429,-8.03,0.00
7430,-8.03,0.00
7431,5.74,0.00
7432,5.74,0.00
7433,5.74,0.00
7434,5.74,0.00
7435,5.74,0.00
7436,5.74,0.00
7437,5.74,0.00
7438,19.52,0.00
7439,5.74,0.00
7440,-8.03,0.00
7441,-8.03,0.00
7442,-8.03,0.00
7443,-8.03,0.00
7444,-8.03,0.00
7445,5.74,0.00
7446,-8.03,0.00
7447,-8.03,0.00
7448,-8.03,0.00
7449,-8.03,0.00
7450,5.74,0.00
7451,5.74,0.00
7452,5.74,0.00
7453,5.74,0.00
7454,5.74,0.00
7455,-8.03,0.00
7456,5.74,0.00
7457,5.74,0.00
7458,5.74,0.00
7459,5.74,0.00
7460,-8.03,0.00
7461,5.74,0.00
7462,-8.03,0.00
7463,-8.03,0.00
7464,-8.03,0.00
7465,-8.03,0.00
7466,5.74,0.00
7467,5.74,0.00
7468,5.74,0.00
7469,5.74,0.00
7470,5.74,0.00
7471,5.74,0.00
7472,19.52,0.00
7473,5.74,0.00
7474,5.74,0.00
7475,-8.03,0.00
7476,5.74,0.00
7477,-8.03,0.00
7478,-8.03,0.00
7479,-8.03,0.00
7480,-8.03,0.00
7481,5.74,0.00
7482,-8.03,0.00
7483,5.74,0.00
7484,5.74,0.00
7485,5.74,0.00
7486,5.74,0.00
7487,5.74,0.00
7488,5.74,0.00
7489,5.74,0.00
7490,5.74,0.00
7491,5.74,0.00
7492,-8.03,0.00
7493,-8.03,0.00
7494,-8.03,0.00
7495,-8.03,0.00
7496,-8.03,0.00
7497,-8.03,0.00
7498,-8.03,0.00
7499,5.74,0.00
7500,5.74,0.00
7501,5.74,0.00
7502,19.52,0.00
7503,5.74,0.00
7504,5.74,0.00
7505,-8.03,0.00
7506,5.74,0.00
7507,5.74,0.00
7508,-8.03,0.00
7509,5.74,0.00
7510,-8.03,0.00
7511,5.74,0.00
7512,-8.03,0.00
7513,-8.03,0.00
7514,-8.03,0.00
7515,-8.03,0.00
7516,5.74,0.00
7517,5.74,0.00
7518,5.74,0.00
7519,5.74,0.00
7520,5.74,0.00
7521,5.74,0.00
7522,5.74,0.00
7523,5.74,0.00
7524,5.74,0.00
7525,-8.03,0.00
7526,-8.03,0.00
7527,-8.03,0.00
7528,-8.03,0.00
7529,5.74,0.00
7530,-8.03,0.00
7531,-8.03,0.00
7532,5.74,0.00
7533,5.74,0.00
7534,5.74,0.00
7535,5.74,0.00
7536,5.74,0.00
7537,5.74,0.00
7538,5.74,0.00
7539,5.74,0.00
7540,-8.03,0.00
7541,-8.03,0.00
7542,5.74,0.00
7543,-8.03,0.00
7544,-8.03,0.00
7545,-8.03,0.00
7546,5.74,0.00
7547,-8.03,0.00
7548,-8.03,0.00
7549,-8.03,0.00
7550,5.74,0.00
7551,-8.03,0.00
7552,5.74,0.00
7553,5.74,0.00
7554,5.74,0.00
7555,5.74,0.00
7556,-8.03,0.00
7557,5.74,0.00
7558,-8.03,0.00
7559,-8.03,0.00
7560,5.74,0.00
7561,-8.03,0.00
7562,-8.03,0.00
7563,-8.03,0.00
7564,-8.03,0.00
7565,5.74,0.00
7566,-8.03,0.00
7567,5.74,0.00
7568,5.74,0.00
7569,5.74,0.00
7570,5.74,0.00
7571,5.74,0.00
7572,5.74,0.00
7573,5.74,0.00
7574,-8.03,0.00
7575,-8.03,0.00
7576,-8.03,0.00
7577,-8.03,0.00
7578,-8.03,0.00
7579,-8.03,0.00
